javascript,41
css,31
html,31
php,26
sql,25
java,24
git,16
banco de dados,16
api,15
react,11
mysql,11
angular,10
mvc,9
rest,9
laravel,9
testes unitarios,8
python,8
scrum,7
linux,7
sql server,7
bootstrap,6
vue,5
c#,4
svn,2
react native,2
agile,1
ruby on rails,1
ruby,1
postgres,1
foundation,1
github,0
django,0
